(0, 1, 111.7)
(0, 2, 112.7)
(0, 3, 109.7)
(0, 4, 111.7)
(0, 5, 114.7)
(0, 6, 109.7)
(0, 7, 111.7)
(0, 8, 111.7)
(0, 9, 114.7)
(1, 2, 111.7)
(1, 3, 111.7)
(1, 4, 117.7)
(1, 5, 115.7)
(1, 6, 111.7)
(1, 7, 117.7)
(1, 8, 108.7)
(1, 9, 110.7)
(2, 3, 108.7)
(2, 4, 109.7)
(2, 5, 117.7)
(2, 6, 113.7)
(2, 7, 116.7)
(2, 8, 111.7)
(2, 9, 108.7)
(3, 4, 115.7)
(3, 5, 111.7)
(3, 6, 111.7)
(3, 7, 108.7)
(3, 8, 112.7)
(3, 9, 111.7)
(4, 5, 114.7)
(4, 6, 116.7)
(4, 7, 116.7)
(4, 8, 109.7)
(4, 9, 113.7)
(5, 6, 114.7)
(5, 7, 110.7)
(5, 8, 108.7)
(5, 9, 117.7)
(6, 7, 108.7)
(6, 8, 108.7)
(6, 9, 112.7)
(7, 8, 110.7)
(7, 9, 117.7)
(8, 9, 108.7)
