(0, 1, 111.7)
(0, 2, 116.7)
(0, 3, 113.7)
(0, 4, 116.7)
(0, 5, 111.7)
(0, 6, 115.7)
(0, 7, 115.7)
(0, 8, 113.7)
(0, 9, 113.7)
(0, 10, 113.7)
(0, 11, 112.7)
(0, 12, 115.7)
(0, 13, 117.7)
(0, 14, 108.7)
(0, 15, 117.7)
(0, 16, 117.7)
(0, 17, 116.7)
(0, 18, 109.7)
(0, 19, 113.7)
(0, 20, 117.7)
(0, 21, 115.7)
(0, 22, 112.7)
(0, 23, 116.7)
(0, 24, 108.7)
(0, 25, 111.7)
(0, 26, 111.7)
(0, 27, 116.7)
(0, 28, 110.7)
(0, 29, 113.7)
(1, 2, 113.7)
(1, 3, 112.7)
(1, 4, 108.7)
(1, 5, 116.7)
(1, 6, 109.7)
(1, 7, 115.7)
(1, 8, 109.7)
(1, 9, 109.7)
(1, 10, 113.7)
(1, 11, 116.7)
(1, 12, 113.7)
(1, 13, 108.7)
(1, 14, 112.7)
(1, 15, 108.7)
(1, 16, 110.7)
(1, 17, 110.7)
(1, 18, 116.7)
(1, 19, 110.7)
(1, 20, 108.7)
(1, 21, 113.7)
(1, 22, 117.7)
(1, 23, 111.7)
(1, 24, 112.7)
(1, 25, 110.7)
(1, 26, 111.7)
(1, 27, 111.7)
(1, 28, 109.7)
(1, 29, 114.7)
(2, 3, 114.7)
(2, 4, 116.7)
(2, 5, 111.7)
(2, 6, 111.7)
(2, 7, 117.7)
(2, 8, 110.7)
(2, 9, 110.7)
(2, 10, 109.7)
(2, 11, 111.7)
(2, 12, 112.7)
(2, 13, 112.7)
(2, 14, 112.7)
(2, 15, 116.7)
(2, 16, 109.7)
(2, 17, 115.7)
(2, 18, 112.7)
(2, 19, 117.7)
(2, 20, 114.7)
(2, 21, 109.7)
(2, 22, 116.7)
(2, 23, 108.7)
(2, 24, 108.7)
(2, 25, 113.7)
(2, 26, 108.7)
(2, 27, 117.7)
(2, 28, 112.7)
(2, 29, 109.7)
(3, 4, 113.7)
(3, 5, 116.7)
(3, 6, 112.7)
(3, 7, 114.7)
(3, 8, 109.7)
(3, 9, 112.7)
(3, 10, 109.7)
(3, 11, 113.7)
(3, 12, 110.7)
(3, 13, 114.7)
(3, 14, 114.7)
(3, 15, 113.7)
(3, 16, 108.7)
(3, 17, 109.7)
(3, 18, 110.7)
(3, 19, 111.7)
(3, 20, 113.7)
(3, 21, 113.7)
(3, 22, 117.7)
(3, 23, 115.7)
(3, 24, 109.7)
(3, 25, 117.7)
(3, 26, 117.7)
(3, 27, 110.7)
(3, 28, 112.7)
(3, 29, 117.7)
(4, 5, 111.7)
(4, 6, 116.7)
(4, 7, 111.7)
(4, 8, 117.7)
(4, 9, 113.7)
(4, 10, 116.7)
(4, 11, 113.7)
(4, 12, 110.7)
(4, 13, 110.7)
(4, 14, 111.7)
(4, 15, 111.7)
(4, 16, 111.7)
(4, 17, 113.7)
(4, 18, 112.7)
(4, 19, 115.7)
(4, 20, 115.7)
(4, 21, 113.7)
(4, 22, 111.7)
(4, 23, 116.7)
(4, 24, 110.7)
(4, 25, 114.7)
(4, 26, 108.7)
(4, 27, 115.7)
(4, 28, 114.7)
(4, 29, 110.7)
(5, 6, 113.7)
(5, 7, 112.7)
(5, 8, 115.7)
(5, 9, 108.7)
(5, 10, 115.7)
(5, 11, 117.7)
(5, 12, 113.7)
(5, 13, 111.7)
(5, 14, 113.7)
(5, 15, 116.7)
(5, 16, 109.7)
(5, 17, 117.7)
(5, 18, 116.7)
(5, 19, 115.7)
(5, 20, 108.7)
(5, 21, 114.7)
(5, 22, 114.7)
(5, 23, 110.7)
(5, 24, 114.7)
(5, 25, 112.7)
(5, 26, 109.7)
(5, 27, 113.7)
(5, 28, 108.7)
(5, 29, 116.7)
(6, 7, 112.7)
(6, 8, 108.7)
(6, 9, 113.7)
(6, 10, 108.7)
(6, 11, 116.7)
(6, 12, 108.7)
(6, 13, 114.7)
(6, 14, 108.7)
(6, 15, 116.7)
(6, 16, 112.7)
(6, 17, 112.7)
(6, 18, 110.7)
(6, 19, 113.7)
(6, 20, 116.7)
(6, 21, 109.7)
(6, 22, 109.7)
(6, 23, 115.7)
(6, 24, 116.7)
(6, 25, 111.7)
(6, 26, 117.7)
(6, 27, 112.7)
(6, 28, 117.7)
(6, 29, 117.7)
(7, 8, 113.7)
(7, 9, 117.7)
(7, 10, 111.7)
(7, 11, 113.7)
(7, 12, 116.7)
(7, 13, 111.7)
(7, 14, 111.7)
(7, 15, 108.7)
(7, 16, 116.7)
(7, 17, 114.7)
(7, 18, 110.7)
(7, 19, 112.7)
(7, 20, 110.7)
(7, 21, 112.7)
(7, 22, 113.7)
(7, 23, 114.7)
(7, 24, 109.7)
(7, 25, 113.7)
(7, 26, 117.7)
(7, 27, 113.7)
(7, 28, 116.7)
(7, 29, 109.7)
(8, 9, 112.7)
(8, 10, 114.7)
(8, 11, 113.7)
(8, 12, 115.7)
(8, 13, 110.7)
(8, 14, 113.7)
(8, 15, 108.7)
(8, 16, 115.7)
(8, 17, 115.7)
(8, 18, 115.7)
(8, 19, 108.7)
(8, 20, 111.7)
(8, 21, 111.7)
(8, 22, 114.7)
(8, 23, 114.7)
(8, 24, 117.7)
(8, 25, 108.7)
(8, 26, 113.7)
(8, 27, 111.7)
(8, 28, 110.7)
(8, 29, 111.7)
(9, 10, 116.7)
(9, 11, 116.7)
(9, 12, 115.7)
(9, 13, 113.7)
(9, 14, 111.7)
(9, 15, 108.7)
(9, 16, 110.7)
(9, 17, 117.7)
(9, 18, 117.7)
(9, 19, 115.7)
(9, 20, 116.7)
(9, 21, 114.7)
(9, 22, 109.7)
(9, 23, 117.7)
(9, 24, 117.7)
(9, 25, 113.7)
(9, 26, 110.7)
(9, 27, 115.7)
(9, 28, 108.7)
(9, 29, 115.7)
(10, 11, 109.7)
(10, 12, 112.7)
(10, 13, 110.7)
(10, 14, 116.7)
(10, 15, 114.7)
(10, 16, 108.7)
(10, 17, 113.7)
