(0, 1, 111.7)
(0, 2, 113.7)
(0, 3, 115.7)
(0, 4, 117.7)
(0, 5, 114.7)
(0, 6, 110.7)
(0, 7, 115.7)
(0, 8, 108.7)
(0, 9, 117.7)
(0, 10, 116.7)
(0, 11, 117.7)
(0, 12, 109.7)
(0, 13, 113.7)
(0, 14, 112.7)
(0, 15, 116.7)
(0, 16, 110.7)
(0, 17, 115.7)
(0, 18, 116.7)
(0, 19, 112.7)
(0, 20, 117.7)
(0, 21, 116.7)
(0, 22, 110.7)
(0, 23, 109.7)
(0, 24, 110.7)
(0, 25, 116.7)
(0, 26, 112.7)
(0, 27, 116.7)
(0, 28, 113.7)
(0, 29, 108.7)
(0, 30, 113.7)
(0, 31, 113.7)
(0, 32, 114.7)
(0, 33, 109.7)
(0, 34, 117.7)
(0, 35, 108.7)
(0, 36, 113.7)
(0, 37, 112.7)
(0, 38, 110.7)
(0, 39, 108.7)
(1, 2, 111.7)
(1, 3, 115.7)
(1, 4, 115.7)
(1, 5, 108.7)
(1, 6, 117.7)
(1, 7, 115.7)
(1, 8, 108.7)
(1, 9, 108.7)
(1, 10, 109.7)
(1, 11, 109.7)
(1, 12, 116.7)
(1, 13, 115.7)
(1, 14, 114.7)
(1, 15, 111.7)
(1, 16, 112.7)
(1, 17, 112.7)
(1, 18, 112.7)
(1, 19, 116.7)
(1, 20, 117.7)
(1, 21, 114.7)
(1, 22, 114.7)
(1, 23, 117.7)
(1, 24, 115.7)
(1, 25, 116.7)
(1, 26, 116.7)
(1, 27, 114.7)
(1, 28, 108.7)
(1, 29, 116.7)
(1, 30, 115.7)
(1, 31, 114.7)
(1, 32, 116.7)
(1, 33, 113.7)
(1, 34, 108.7)
(1, 35, 110.7)
(1, 36, 113.7)
(1, 37, 110.7)
(1, 38, 113.7)
(1, 39, 109.7)
(2, 3, 109.7)
(2, 4, 112.7)
(2, 5, 108.7)
(2, 6, 112.7)
(2, 7, 115.7)
(2, 8, 112.7)
(2, 9, 113.7)
(2, 10, 114.7)
(2, 11, 108.7)
(2, 12, 117.7)
(2, 13, 109.7)
(2, 14, 113.7)
(2, 15, 113.7)
(2, 16, 114.7)
(2, 17, 113.7)
(2, 18, 117.7)
(2, 19, 109.7)
(2, 20, 115.7)
(2, 21, 117.7)
(2, 22, 116.7)
(2, 23, 116.7)
(2, 24, 112.7)
(2, 25, 117.7)
(2, 26, 111.7)
(2, 27, 113.7)
(2, 28, 110.7)
(2, 29, 115.7)
(2, 30, 112.7)
(2, 31, 110.7)
(2, 32, 115.7)
(2, 33, 115.7)
