(0, 1, 112.93912876236674)
(0, 2, 112.69824668001304)
(0, 3, 113.81677537634722)
(0, 4, 112.7837696007646)
(0, 5, 108.40070622078832)
(0, 6, 114.77672993929457)
(0, 7, 111.3745848832081)
(0, 8, 116.33419135572476)
(0, 9, 113.30212327744192)
(0, 10, 115.59254700925804)
(0, 11, 111.46344241449818)
(0, 12, 114.34211339011655)
(0, 13, 114.55988362666851)
(0, 14, 115.09474493436352)
(0, 15, 108.27950935310349)
(0, 16, 112.9718196230129)
(0, 17, 108.56797573739564)
(0, 18, 111.1431122143083)
(0, 19, 108.34650951348684)
(1, 2, 107.8894918128245)
(1, 3, 110.63709647824271)
(1, 4, 114.09603993200498)
(1, 5, 115.24135681387165)
(1, 6, 109.20917880504646)
(1, 7, 111.90111236548984)
(1, 8, 109.29524545068594)
(1, 9, 109.07558240098915)
(1, 10, 113.24317837660638)
(1, 11, 115.43871370439228)
(1, 12, 108.52873953204414)
(1, 13, 114.21587167771756)
(1, 14, 112.59374492321143)
(1, 15, 116.52876211355972)
(1, 16, 111.30454565716975)
(1, 17, 108.03869668656634)
(1, 18, 116.0697826044225)
(1, 19, 112.69750587793192)
(2, 3, 115.23646488131853)
(2, 4, 116.30447429088468)
(2, 5, 115.98105064192318)
(2, 6, 116.57139736368067)
(2, 7, 113.95408032918358)
(2, 8, 114.92430101254749)
(2, 9, 114.51551426157525)
(2, 10, 110.07578982813679)
(2, 11, 111.22417007637452)
(2, 12, 117.31785327409419)
(2, 13, 107.81734657913114)
(2, 14, 109.87899613014285)
(2, 15, 109.47859857833178)
(2, 16, 116.2754101926468)
(2, 17, 111.33681903309586)
(2, 18, 114.25444437208532)
(2, 19, 112.32992874580445)
(3, 4, 113.72347792635446)
(3, 5, 114.27015426228316)
(3, 6, 113.02089089646505)
(3, 7, 112.14065939887377)
(3, 8, 109.86373900650034)
(3, 9, 115.50130610790951)
(3, 10, 109.66378775669747)
(3, 11, 111.32940732349476)
(3, 12, 109.08284390964313)
(3, 13, 115.25897638903015)
(3, 14, 109.25568797706434)
(3, 15, 113.76135830290634)
(3, 16, 109.01111085767315)
(3, 17, 114.88179415360035)
(3, 18, 113.24888135566918)
(3, 19, 109.9177094617415)
(4, 5, 112.5447839912363)
(4, 6, 111.3551082411077)
(4, 7, 116.88831149068604)
(4, 8, 113.49252751911497)
(4, 9, 113.40423077719936)
(4, 10, 115.88518592216772)
(4, 11, 107.41078399773765)
(4, 12, 114.10961339774717)
(4, 13, 115.88438098615565)
(4, 14, 110.12107537664073)
(4, 15, 109.16585903847812)
(4, 16, 114.3080797518923)
(4, 17, 115.00177239912908)
(4, 18, 115.61655321534174)
(4, 19, 113.95178400184273)
(5, 6, 110.88869934556371)
(5, 7, 110.72599990834759)
(5, 8, 115.43580937599111)
(5, 9, 116.07230170461058)
(5, 10, 108.35688849021014)
(5, 11, 109.42966525519756)
(5, 12, 114.08773174332443)
(5, 13, 110.34834790935214)
(5, 14, 113.93018366579713)
(5, 15, 115.41759451210187)
(5, 16, 107.63231791129927)
(5, 17, 111.6301009671566)
(5, 18, 110.82617443650871)
(5, 19, 107.81299884725397)
(6, 7, 111.99586025983656)
(6, 8, 113.57372079401193)
(6, 9, 109.37887597611473)
(6, 10, 115.07847906732191)
(6, 11, 116.7404843694126)
(6, 12, 115.42313160339744)
(6, 13, 108.2289852095303)
(6, 14, 114.31515694477267)
(6, 15, 114.04057845304634)
(6, 16, 115.48903774569459)
(6, 17, 115.23954455332039)
(6, 18, 112.80183989789631)
(6, 19, 113.23860724495019)
(7, 8, 116.27786053214685)
(7, 9, 110.02074686279161)
(7, 10, 108.68091880793413)
(7, 11, 111.78141885161045)
(7, 12, 114.62765999645882)
(7, 13, 112.86750523268286)
(7, 14, 115.36889287771271)
(7, 15, 110.21641075092418)
(7, 16, 113.10258910510466)
(7, 17, 107.74252164677063)
(7, 18, 114.3800104547408)
(7, 19, 111.5862968388646)
(8, 9, 114.29120950272504)
(8, 10, 109.95153473435073)
(8, 11, 107.57170150042252)
(8, 12, 110.54362858802718)
(8, 13, 107.49545432522952)
(8, 14, 109.95032838075521)
(8, 15, 107.93262625676522)
(8, 16, 110.2911862653239)
(8, 17, 113.88573801184224)
(8, 18, 111.30556874131375)
(8, 19, 113.6142254579706)
(9, 10, 110.63383601691676)
(9, 11, 116.18105683589465)
