(0, 1, 115.37115839182212)
(0, 2, 108.80723892316001)
(0, 3, 112.6243522708178)
(0, 4, 111.30883067360868)
(0, 5, 112.22835912267269)
(0, 6, 110.23470942258822)
(0, 7, 108.96892618934352)
(0, 8, 116.51281253358)
(0, 9, 116.59434708458006)
(0, 10, 112.36468876696158)
(0, 11, 113.10589802104043)
(0, 12, 116.01052292390905)
(0, 13, 112.19533925168489)
(0, 14, 113.01550489816813)
(0, 15, 109.65299691317438)
(0, 16, 112.37835129553625)
(0, 17, 107.67168989595211)
(0, 18, 111.95324174329868)
(0, 19, 111.03228760593409)
(1, 2, 108.2367259620272)
(1, 3, 113.8813676451732)
(1, 4, 109.04507251069923)
(1, 5, 112.6487178131475)
(1, 6, 110.05790958810701)
(1, 7, 112.92244424461788)
(1, 8, 114.5643580397348)
(1, 9, 111.9440913870464)
(1, 10, 107.65210297549669)
(1, 11, 108.29496302871168)
(1, 12, 113.47265110057083)
(1, 13, 115.79086232663275)
(1, 14, 108.90114486780654)
(1, 15, 117.24494555020169)
(1, 16, 114.1568497171034)
(1, 17, 107.25265402701187)
(1, 18, 114.17643580268908)
(1, 19, 115.02485460774129)
(2, 3, 110.30816380069433)
(2, 4, 110.07467313703603)
(2, 5, 107.7926022970324)
(2, 6, 115.36607808909775)
(2, 7, 114.78371658632918)
(2, 8, 112.8577895364526)
(2, 9, 115.19832633193624)
(2, 10, 110.04261530474642)
(2, 11, 108.99412175619474)
(2, 12, 110.91113287554303)
(2, 13, 111.25386554846048)
(2, 14, 112.16315519838075)
(2, 15, 109.24383615093394)
(2, 16, 114.61599040223929)
(2, 17, 115.64327255854975)
(2, 18, 109.35384525568867)
(2, 19, 109.48457956629954)
(3, 4, 111.26188863161829)
(3, 5, 112.49084963707132)
(3, 6, 108.01498717353995)
(3, 7, 115.96022981616177)
(3, 8, 111.83824789993487)
(3, 9, 108.5588978290145)
(3, 10, 115.39621089673534)
(3, 11, 112.84564762498897)
(3, 12, 109.0950343217458)
(3, 13, 114.67450924260557)
(3, 14, 113.11906472073133)
(3, 15, 112.90818916301926)
(3, 16, 116.89027312962351)
(3, 17, 108.27458741467666)
(3, 18, 114.5423281911442)
(3, 19, 112.25618342121348)
(4, 5, 117.2940828915533)
(4, 6, 111.62649130018524)
(4, 7, 114.35393929053907)
(4, 8, 112.09600111117214)
(4, 9, 112.37761300385284)
(4, 10, 114.46112154651803)
(4, 11, 111.24605899189477)
(4, 12, 116.74511376644737)
(4, 13, 113.81344155007018)
(4, 14, 111.53799911228158)
(4, 15, 112.71124982808672)
(4, 16, 115.22364228997996)
(4, 17, 107.68307697714901)
(4, 18, 108.82455739151574)
(4, 19, 109.24497097993952)
(5, 6, 111.98770046044794)
(5, 7, 109.12789328869854)
(5, 8, 110.34002323746797)
(5, 9, 109.28218063050888)
(5, 10, 114.29163486994517)
(5, 11, 108.855580003786)
(5, 12, 113.82362056865047)
(5, 13, 108.70142449466049)
(5, 14, 107.27701409836028)
(5, 15, 113.3677327625903)
(5, 16, 109.23202289267132)
(5, 17, 111.9101880119177)
(5, 18, 109.22769702524512)
(5, 19, 109.3556239461048)
(6, 7, 111.41599184597878)
(6, 8, 109.1929776466853)
(6, 9, 111.81322815176492)
(6, 10, 112.13732955588307)
(6, 11, 109.17255072145252)
(6, 12, 111.91834446493357)
(6, 13, 113.53789973796398)
(6, 14, 115.9737422941269)
(6, 15, 115.91072658189793)
(6, 16, 111.39238525494999)
(6, 17, 114.25908543820587)
(6, 18, 117.2118910858189)
(6, 19, 111.67716300017892)
(7, 8, 115.81938839777251)
(7, 9, 109.0354070579714)
(7, 10, 115.1409251325643)
(7, 11, 108.29235879197797)
(7, 12, 108.40738819059058)
(7, 13, 110.47325229644244)
(7, 14, 110.26035592866378)
(7, 15, 107.50347457769485)
(7, 16, 114.87758639534036)
(7, 17, 113.3856071837007)
(7, 18, 114.73732255311431)
(7, 19, 114.90836968122451)
(8, 9, 113.32012053099662)
(8, 10, 116.51095623614252)
(8, 11, 114.64930583070758)
(8, 12, 109.16144273847073)
(8, 13, 109.93256364052208)
(8, 14, 109.41514132585338)
(8, 15, 108.40196078786596)
(8, 16, 112.56161874387634)
(8, 17, 110.26284886090716)
(8, 18, 116.13066587134865)
(8, 19, 108.71261953875977)
(9, 10, 113.6975972707895)
(9, 11, 116.98649682464982)
(9, 12, 117.06708291014941)
(9, 13, 111.09098339071278)
(9, 14, 115.69419858270139)
(9, 15, 113.7534228829628)
(9, 16, 115.53707438383971)
