(0, 1, 107.65131445247007)
(0, 2, 115.10902051003187)
(0, 3, 110.29051278746552)
(0, 4, 114.89123951369085)
(0, 5, 111.92930681666492)
(0, 6, 113.8998025459813)
(0, 7, 109.63880423847154)
(0, 8, 111.18886514442758)
(0, 9, 113.93201135104727)
(1, 2, 112.76522562607714)
(1, 3, 107.8432606805067)
(1, 4, 109.87703529214711)
(1, 5, 110.52868238031535)
(1, 6, 108.92622452028199)
(1, 7, 112.11221808881723)
(1, 8, 109.22211524739282)
(1, 9, 115.81015245443632)
(2, 3, 111.08306772649995)
(2, 4, 113.2087531762002)
(2, 5, 110.45296184913285)
(2, 6, 110.00776123425324)
(2, 7, 110.0761276701423)
(2, 8, 108.77551905778083)
(2, 9, 108.52871222994203)
(3, 4, 109.28219402404058)
(3, 5, 114.70368963548036)
(3, 6, 112.7976490642613)
(3, 7, 115.26091209623948)
(3, 8, 115.38141857357374)
(3, 9, 108.97358047780718)
(4, 5, 116.88159080610583)
(4, 6, 110.04705038209727)
(4, 7, 107.8212781149175)
(4, 8, 109.15419124359506)
(4, 9, 111.00333551687896)
(5, 6, 110.26865690082656)
(5, 7, 114.96982086714615)
(5, 8, 108.86161505200201)
(5, 9, 112.70128997544013)
(6, 7, 108.49937604504481)
(6, 8, 115.66082324916863)
(6, 9, 113.28716128758057)
(7, 8, 113.80772355506807)
(7, 9, 111.40674039749577)
(8, 9, 115.65847546531822)
